start	end	speaker	wconfidence	text
1887024	1887734	A	0.39772	representation
1887782	1887994	A	1.0	of
1888032	1888486	A	0.99958	scattering
1888518	1888666	A	0.98422	as
1888688	1888826	A	0.76	a
1888848	1889126	A	0.99309	lock
1889158	1889718	A	0.99972	protocol.
1889814	1890026	A	1.0	And
1890048	1890186	A	1.0	you
1890208	1890346	A	1.0	can
1890368	1890554	A	1.0	see
1890592	1890794	A	0.62	all
1890832	1891142	A	0.74259	I've
1891206	1891820	A	1.0	done
1892270	1893020	A	1.0	is
1894110	1894522	A	0.85569	cut
1894576	1894794	A	0.99998	that
1894832	1895330	A	0.89	previous
1895430	1896270	A	0.77391	boundary
1896930	1897342	A	0.99	at
1897396	1897566	A	1.0	the
1897588	1898010	A	0.95773	division
1898090	1898670	A	0.99997	between
1898820	1899134	A	0.93	a
1899172	1899374	A	1.0	one
1899412	1899566	A	1.0	and
1899588	1899774	A	0.96	a
1899812	1900494	A	1.0	two.
1900692	1901054	A	1.0	And
1901092	1901306	A	0.99714	I've
1901338	1901630	A	0.99919	then
1901700	1902394	A	0.59462	extended
1902442	1902894	A	1.0	it
1903012	1903342	A	0.99958	in
1903396	1903806	A	0.99997	some
1903908	1904794	A	0.99466	external
1904922	1905600	A	0.98395	time,
1907490	1907962	A	0.99	the
1908036	1908514	A	0.98013	time
1908632	1908962	A	0.99975	that
1909016	1909620	A	0.99956	is
1910630	1911166	A	0.99903	counted
1911198	1911442	A	1.0	by
1911496	1911966	A	0.9368	Bob's
1911998	1912462	A	0.99998	clock,
1912526	1912706	A	0.99997	not
1912728	1912914	A	0.99996	by
1912952	1913502	A	0.646	Alice's
1913566	1914290	A	0.99997	clock.
1914950	1915326	A	0.95505	That's
1915358	1915646	A	0.91851	what's
1915678	1915966	A	0.87619	meant
1915998	1916242	A	0.99998	by
1916296	1917250	A	0.97751	external.
1917910	1918274	A	1.0	And
1918312	1918526	A	0.99539	I've
1918558	1919570	A	0.97235	relabeled
1919990	1920554	A	0.99956	Alice
1920622	1920902	A	0.91	two
1920956	1921222	A	0.99631	as
1921276	1921682	A	0.99955	Alice
1921746	1922406	A	0.79	one
1922588	1922886	A	1.0	at
1922908	1922998	A	1.0	a
1923004	1923270	A	0.97724	later
1923340	1923718	A	0.99978	time.
1923804	1924054	A	0.99978	So
1924092	1924390	A	1.0	now
1924460	1924694	A	1.0	what
1924732	1925154	A	0.55271	Alice
1925202	1925414	A	0.97671	is
1925452	1925702	A	0.99999	doing
1925756	1926022	A	0.77961	is
1926076	1926722	A	0.55754	communicating
1926786	1927014	A	1.0	with
1927052	1927206	A	0.99998	her
1927228	1927558	A	0.86	past
1927644	1928280	A	0.99995	self,
1929370	1929782	A	0.99997	or
1929836	1930054	A	1.0	a
1930092	1930294	A	1.0	one
1930332	1930534	A	0.99909	is
1930572	1931154	A	0.99965	communicating
1931202	1931366	A	1.0	with
1931388	1931574	A	0.54411	her
1931612	1931910	A	0.99975	future
1931980	1932600	A	0.97683	self,
1933550	1934106	A	1.0	and
1934208	1934534	A	0.7143	they're
1934582	1934842	A	1.0	each
1934896	1935162	A	1.0	doing
1935216	1935578	A	0.99998	something
1935664	1936300	A	0.99964	different.
1937470	1937882	A	0.63	A
1937936	1938490	A	1.0	one
1938640	1939290	A	0.99945	is
1939440	1940214	A	0.36987	executing
1940262	1940474	A	0.77	a
1940512	1941110	A	0.69634	procedure
1941190	1941626	A	0.99979	that
1941728	1941946	A	1.0	in
1941968	1942106	A	1.0	the
1942128	1942742	A	0.61776	laboratory
1942806	1942986	A	1.0	we
1943008	1943194	A	0.99999	call
1943232	1943530	A	0.56271	state
1943600	1944490	A	0.98564	preparation.
1945470	1946054	A	0.99965	She's
1946102	1946710	A	0.99021	preparing
1946790	1947034	A	1.0	a
1947072	1947322	A	0.99999	state
1947376	1947546	A	1.0	that
1947568	1947766	A	0.98927	we'll
1947798	1948138	A	0.99996	call
1948224	1948860	A	0.74982	in,
1950050	1950414	A	0.99996	which
1950452	1950606	A	0.99998	is
1950628	1950814	A	0.99938	just
1950852	1951054	A	1.0	the
1951092	1951514	A	0.99996	initial
1951562	1951822	A	0.99998	state
1951876	1952046	A	1.0	of
1952068	1952254	A	0.99998	some
1952292	1952874	A	0.9998	scattering
1952922	1953450	A	0.84975	experiment.
1953530	1953774	A	0.97995	So,
1953812	1953966	A	0.99997	for
1953988	1954560	A	0.99986	example,
1955090	1955406	A	1.0	at
1955428	1955614	A	1.0	the
1955652	1956590	A	0.95203	LHC,
1957810	1958318	A	0.65	N
1958404	1958702	A	0.99999	is
1958756	1959118	A	0.99993	some
1959204	1959550	A	0.96617	state
1959620	1959902	A	0.64	of
1959956	1960222	A	1.0	two
1960276	1960762	A	0.50898	protons
1960826	1961006	A	0.99998	that
1961028	1961214	A	0.99997	are
1961252	1961718	A	0.27798	portaling
1961754	1961954	A	0.99985	around
1961992	1962146	A	1.0	the
1962168	1962446	A	0.99985	ring
1962478	1962626	A	0.99	at
1962648	1962786	A	0.62	the
1962808	1963422	A	0.95591	LHC
1963486	1963714	A	1.0	at
1963752	1963954	A	0.99992	close
1963992	1964098	A	1.0	to
1964104	1964226	A	1.0	the
1964248	1964478	A	0.99996	speed
1964494	1964626	A	1.0	of
1964648	1965220	A	0.99853	light.
1966790	1967540	A	0.96	And
1968310	1969070	A	0.53213	Alice,
1969150	1969490	A	0.99963	then
1969560	1969842	A	0.99999	later
1969896	1970306	A	0.99999	on
1970408	1970734	A	1.0	at
1970792	1971014	A	1.0	T
1971052	1971350	A	1.0	plus
1971420	1971826	A	0.79944	delta,
1971858	1972440	A	1.0	t
1972810	1973174	A	0.99994	is
1973212	1973462	A	0.72579	doing
1973516	1973686	A	1.0	a
1973708	1973942	A	1.0	different
1973996	1974214	A	0.99998	kind
1974252	1974502	A	1.0	of
1974556	1974994	A	0.99974	quantum
1975042	1975494	A	0.99984	process.
1975612	1976578	A	0.97588	She's
1976754	1977426	A	0.99447	analyzing
1977458	1977654	A	0.97	the
1977692	1978038	A	0.99999	data
1978124	1978374	A	0.99999	coming
1978412	1978566	A	1.0	out
1978588	1978726	A	1.0	of
1978748	1978982	A	0.99998	something
1979036	1979302	A	0.99999	like
1979356	1979526	A	1.0	the
1979548	1980034	A	0.99929	Atlas
1980082	1981106	A	0.99913	detector,
1981298	1981654	A	0.9997	which
1981692	1981846	A	0.99996	is
1981868	1982054	A	1.0	a
1982092	1983350	A	0.52503	multiparticle
1984110	1984694	A	0.97699	counter
1984742	1985046	A	0.99971	that's
1985078	1985446	A	0.99995	located
1985478	1985626	A	0.7	at
1985648	1985786	A	1.0	the
1985808	1986730	A	0.83824	LHC.
1987550	1987914	A	0.99625	So
1987952	1988154	A	0.9999	they
1988192	1988394	A	0.99995	share
1988432	1988586	A	1.0	a
1988608	1989094	A	0.99708	quantum
1989142	1989740	A	0.9999	channel,
1990270	1990634	A	0.99989	which
1990672	1990922	A	0.99998	is
1990976	1991434	A	0.72	the
1991552	1992214	A	0.99989	scattering
1992262	1992666	A	0.99996	channel
1992768	1993034	A	0.99994	that
1993072	1993322	A	0.99995	takes
1993376	1993642	A	1.0	the
1993696	1994166	A	0.99991	incoming
1994198	1994586	A	0.52388	state
1994688	1994954	A	1.0	and
1994992	1995522	A	0.99623	produces
1995606	1995902	A	0.99	the
1995956	1996474	A	0.95667	outgoing
1996522	1997120	A	0.74318	state.
1997810	1998560	A	0.97	And
1999250	1999854	A	0.56	I
1999972	2000394	A	0.99993	recall
2000442	2000654	A	0.99995	from
2000692	2000798	A	1.0	the
2000804	2000974	A	0.99997	very
2001012	2001262	A	1.0	first
2001316	2002090	A	0.78585	session,
2002250	2002574	A	0.99984	as
2002612	2003162	A	0.64476	Feynman
2003226	2003454	A	0.99999	told
2003492	2004080	A	1.0	us,
2004450	2004814	A	1.0	to
2004852	2005246	A	0.99999	understand
2005348	2005662	A	0.99993	this
2005716	2006250	A	0.99981	transition
2006330	2006622	A	0.99998	from
2006676	2006894	A	0.89286	in
2006932	2007134	A	1.0	to
2007172	2007518	A	1.0	out,
2007604	2007854	A	0.99997	we
2007892	2008154	A	0.99994	have
2008212	2008482	A	0.99	to
2008536	2009182	A	0.94756	integrate
2009246	2009522	A	1.0	over
2009576	2009794	A	0.95	all
2009832	2010226	A	0.80942	possible
2010328	2010942	A	0.95359	paths
2011006	2011186	A	0.99993	that
2011208	2011394	A	0.99998	are
2011432	2012302	A	0.99963	consistent
2012446	2012898	A	0.99692	with
2012984	2013662	A	0.99755	conservation
2013726	2014340	A	0.68	of
2016550	2017006	A	0.94679	spin.
2017038	2017582	A	0.49481	Holicity
2017646	2018018	A	0.99988	basically
2018104	2018782	A	0.99999	momentum
2018846	2019170	A	1.0	plus
2019240	2019970	A	0.94563	spin.
2022010	2022374	A	0.93	All
2022412	2022566	A	1.0	the
2022588	2023062	A	0.59034	different
2023196	2023634	A	0.98638	spins
2023682	2023846	A	0.58201	that
2023868	2024054	A	0.99926	are
2024092	2024514	A	0.99982	relevant
2024562	2024726	A	0.99992	in
2024748	2024886	A	0.67	a
2024908	2025094	A	0.90303	high
2025132	2025430	A	0.99982	energy
2025500	2025954	A	0.99996	physics
2026002	2026530	A	0.71584	experiment,
2026610	2027074	A	0.99996	including
2027122	2027334	A	0.99999	things
2027372	2027574	A	0.99999	like
2027612	2028242	A	0.56028	Lepton
2028306	2028630	A	0.99996	number,
2028700	2028934	A	0.99995	which
2028972	2029318	A	0.99981	is
2029404	2029798	A	0.99975	basically
2029884	2030086	A	1.0	a
2030108	2030790	A	0.62117	spin.
2032490	2032902	A	1.0	Now,
2032956	2033126	A	0.84886	how
2033148	2033286	A	0.99813	do
2033308	2033446	A	0.99969	we
2033468	2033858	A	0.92433	know?
2033964	2034186	A	0.99321	How
2034208	2034298	A	0.9998	do
2034304	2034426	A	0.99966	we
2034448	2034634	A	0.99993	know
2034672	2034874	A	1.0	what
2034912	2035066	A	0.99993	we
2035088	2035226	A	0.99989	have
2035248	2035386	A	1.0	to
2035408	2036330	A	0.9889	conserve?
2036750	2037114	A	0.68612	We
2037152	2037354	A	0.99991	know
2037392	2037546	A	1.0	what
2037568	2037706	A	0.99999	we
2037728	2037866	A	0.99989	have
2037888	2038026	A	1.0	to
2038048	2038710	A	0.99513	conserve
2038790	2039418	A	0.99969	because
2039584	2040134	A	0.98113	Alice
2040182	2040394	A	0.75036	is
2040432	2040682	A	0.99996	doing
2040736	2040954	A	1.0	the
2040992	2041510	A	0.96421	experiment
2041590	2041834	A	0.99714	has
2041872	2042074	A	1.0	a
2042112	2042710	A	0.99995	classical
2042790	2043610	A	0.99994	memory
2044190	2044602	A	0.99946	that
2044656	2045094	A	0.88971	allows
2045142	2045354	A	0.99998	her
2045392	2045702	A	1.0	to
2045776	2046400	A	0.99999	remember
2046850	2047214	A	1.0	what
2047252	2047502	A	0.99994	she
2047556	2048442	A	0.99918	prepared.
2048586	2048846	A	0.99696	She
2048868	2049102	A	0.99709	can
2049156	2049566	A	1.0	remember
2049668	2049934	A	0.99992	that
2049972	2050174	A	1.0	what
2050212	2050414	A	0.99969	she
2050452	2051040	A	0.63047	did
2051410	2051774	A	0.99998	back
2051812	2051966	A	0.99999	in
2051988	2052126	A	1.0	the
2052148	2052720	A	1.0	past
2053330	2053790	A	1.0	was
2053860	2054094	A	0.99976	set
2054132	2054382	A	0.66	to
2054436	2054970	A	0.99759	protons
2055050	2055866	A	0.59517	counterrotating
2055898	2056046	A	0.97789	in
2056068	2056206	A	1.0	the
2056228	2057150	A	0.98466	LHC,
2057730	2058142	A	0.99	and
2058196	2058366	A	0.99996	they
2058388	2058622	A	0.99645	had
2058676	2059038	A	0.99999	certain
2059124	2059642	A	0.96844	energies,
2059706	2059850	A	1.0	and
2059860	2060034	A	0.56674	so
2060072	2060226	A	0.99999	they
2060248	2060434	A	0.99998	had
2060472	2060674	A	0.99999	certain
2060712	2061294	A	0.89197	momenta,
2061342	2061506	A	1.0	and
2061528	2061666	A	0.99979	they
2061688	2061922	A	0.7314	were
2061976	2062462	A	0.99859	protons,
2062526	2062706	A	0.99396	so
2062728	2062914	A	0.76634	they
2062952	2063154	A	0.99999	had
2063192	2063442	A	1.0	certain
2063496	2063806	A	0.82236	spin
2063838	2064770	A	0.99032	variables.
2065510	2065826	A	1.0	All
2065848	2065986	A	1.0	of
2066008	2066194	A	0.99999	that
2066232	2066386	A	0.99998	has
2066408	2066546	A	1.0	to
2066568	2066754	A	0.99997	be
2066792	2067422	A	0.99938	remembered
2067486	2067714	A	1.0	to
2067752	2067954	A	1.0	make
2067992	2068242	A	0.99994	any
2068296	2068802	A	0.95811	sense
2068936	2069186	A	1.0	of
2069208	2069394	A	1.0	the
2069432	2070126	A	0.78165	output
2070238	2070526	A	1.0	of
2070568	2070726	A	0.89	the
2070748	2071670	A	0.66557	detectors.
2072570	2073126	A	0.52	And
2073228	2073590	A	0.99763	so
2073660	2073990	A	1.0	to
2074060	2074680	A	0.99986	actually
2075290	2075654	A	0.99998	come
2075692	2075894	A	0.9997	up
2075932	2076230	A	0.99999	with
2076300	2076534	A	0.6	a
2076572	2077202	A	0.95503	measured
2077266	2077686	A	0.99987	state
2077788	2078102	A	0.99994	that
2078156	2078518	A	0.99981	makes
2078604	2079240	A	0.99991	sense.
2080410	2080918	A	0.99	And
2081004	2081254	A	0.99997	very
2081292	2081880	A	0.99223	often
2082490	2083010	A	0.99998	this
2083100	2083542	A	0.99913	memory
2083606	2083978	A	0.99983	channel
2084064	2084362	A	0.99828	is
2084416	2085370	A	0.95716	neglected
2085950	2086314	A	0.99927	by
2086352	2087078	A	0.99973	physicists.
2087174	2087386	A	0.99	And
2087408	2087558	A	0.96114	I'm
2087574	2087706	A	0.89666	going
2087728	2087818	A	1.0	to
2087824	2088086	A	0.99914	pause
2088118	2088266	A	0.99854	here
2088288	2088378	A	0.89	and
2088384	2088554	A	0.99187	let
2088592	2088934	A	0.61	Andrew
2088982	2089194	A	0.99977	ask
2089232	2089386	A	1.0	a
2089408	2089980	A	0.99294	question.
2092110	2092426	C	0.99938	Thank
2092448	2092586	C	1.0	you,
2092608	2093078	C	0.6531	Chris.
2093174	2093434	C	0.9846	So
2093472	2093626	C	0.903	does
2093648	2093834	C	0.63928	this
2093872	2094214	C	0.99237	imply
2094262	2094810	C	0.9999	that
2094960	2095322	C	0.99972	every
2095376	2095606	C	0.99993	time
2095648	2095806	C	1.0	you
2095828	2095966	C	0.99793	have
2095988	2096222	C	0.92	a
2096276	2096878	C	0.7676	log
2097044	2097518	C	0.99823	channel,
2097604	2097806	C	0.66	the
2097828	2098314	C	0.99991	quantum
2098362	2098622	C	0.99993	part
2098676	2099280	C	0.99775	is
2100370	2100686	C	0.99	a
2100708	2101146	C	0.70386	scattering
2101178	2101514	C	0.99991	picture,
2101562	2101726	C	0.99982	like
2101748	2101838	C	1.0	a
2101844	2102186	C	0.97183	unitary
2102218	2102682	C	0.99889	evolution?
2102746	2102974	C	0.99994	Even
2103012	2103118	C	0.99995	in
2103124	2103246	C	1.0	the
2103268	2103594	C	0.99501	earlier
2103642	2104154	C	0.64421	EPR
2104202	2104746	C	0.97122	picture,
2104858	2105134	C	0.94963	is
2105172	2105326	C	0.99993	that
2105348	2105850	C	0.93546	quantum
2105930	2106318	C	0.6821	channel
2106404	2106842	C	0.98897	portion
2106906	2107422	C	0.99998	always
2107556	2107806	C	0.82	a
2107828	2108278	C	0.9811	unitary
2108314	2108734	C	0.99863	evolution
2108782	2109246	C	0.77272	scattering
2109278	2109970	C	0.9971	picture?
2110310	2110674	C	0.99974	Thank
2110712	2111300	C	1.0	you.
2114310	2115058	A	0.99951	Yes,
2115224	2115940	A	0.97161	for
2117190	2117886	A	0.99999	essentially
2117998	2118226	A	1.0	the
2118248	2118578	A	0.99995	reason
2118664	2119300	A	0.99462	that
2121030	2121578	A	0.58696	defined
2121614	2122054	A	1.0	a
2122172	2122626	A	0.99983	classical
2122658	2122902	A	0.99985	channel,
2122956	2123138	A	0.99969	you're
2123154	2123334	A	0.99998	always
2123372	2123698	A	0.99668	assuming
2123714	2123798	A	1.0	you
2123804	2123974	A	0.89158	have
2124012	2124166	A	1.0	something
2124188	2124466	A	0.98992	that's
2124498	2124866	A	0.99547	protected
2124898	2125046	A	1.0	from
2125068	2126034	A	0.99695	decoherence
2126162	2126454	A	0.99997	by
2126492	2126646	A	1.0	the
2126668	2127510	A	0.99508	environment.
2128250	2129000	A	0.88814	So,
2130570	2131030	A	1.0	yeah,
2131100	2131334	A	0.99997	if
2131372	2131586	A	0.99992	you're
2131618	2131862	A	0.99999	doing
2131916	2132230	A	0.97	an
2132300	2132894	A	0.9982	EPR
2132962	2133462	A	0.9329	experiment,
2133526	2133706	A	1.0	you
2133728	2133866	A	0.99463	have
2133888	2134122	A	0.99	to
2134176	2134726	A	0.99603	assume
2134838	2135162	A	0.99982	that
2135216	2135386	A	1.0	you
2135408	2135606	A	0.99991	don't
2135638	2135834	A	0.99999	have
2135872	2136458	A	0.98665	any
2136624	2137366	A	0.98857	environmental
2137398	2138326	A	0.99291	decoherence
2138438	2138810	A	0.99998	between
2138880	2139114	A	1.0	the
2139152	2139446	A	0.67717	source
2139478	2139626	A	0.97	and
2139648	2139786	A	1.0	the
2139808	2140730	A	0.99805	detectors.
2141630	2142426	A	1.0	And
2142608	2143334	A	0.99997	similarly,
2143382	2143546	A	1.0	when
2143568	2143718	A	0.99998	you're
2143734	2143914	A	1.0	doing
2143952	2144106	A	0.99	a
2144128	2144774	A	0.4775	scattering
2144822	2145690	A	0.99993	experiment,
2146430	2146758	A	1.0	you
2146784	2146926	A	0.99907	have
2146948	2147086	A	1.0	to
2147108	2147246	A	1.0	make
2147268	2147454	A	0.81	the
2147492	2148090	A	0.93006	assumption
2148170	2148894	A	0.66124	that
2149092	2149454	A	1.0	the
2149492	2150314	A	0.43258	environment
2150442	2150782	A	0.99998	is
2150836	2151102	A	0.99999	not
2151156	2151498	A	0.99999	reaching
2151514	2151646	A	0.56308	in
2151668	2151854	A	0.99997	there
2151892	2152094	A	0.99	and
2152132	2152682	A	0.99999	messing
2152746	2153360	A	0.94203	with
2154210	2154574	A	0.98	the
2154612	2155066	A	0.5712	outgoing
2155098	2155342	A	0.99998	state
2155396	2155566	A	1.0	that
2155588	2155738	A	0.99996	you're
2155754	2155934	A	0.6112	going
2155972	2156126	A	1.0	to
2156148	2156382	A	0.99999	see,
2156436	2156798	A	0.92022	or
2156884	2157226	A	0.99994	reaching
2157258	2157406	A	0.99987	in
2157428	2157566	A	1.0	and
2157588	2157866	A	0.99937	messing
2157898	2158046	A	1.0	with
2158068	2158254	A	1.0	the
2158292	2158746	A	0.99989	incoming
2158778	2158974	A	1.0	state
2159012	2159214	A	0.99	and
2159252	2159626	A	0.99995	changing
2159658	2159806	A	1.0	it
2159828	2159966	A	1.0	in
2159988	2160174	A	0.99999	some
2160212	2160702	A	0.99996	way
2160836	2161230	A	1.0	that
2161300	2162086	A	0.2598	repepes
2162138	2162740	A	1.0	it
2163510	2163826	A	1.0	in
2163848	2163938	A	1.0	a
2163944	2164114	A	1.0	way
2164152	2164306	A	1.0	that
2164328	2164466	A	1.0	you
2164488	2164766	A	0.98602	don't
2164798	2164994	A	0.99999	know,
2165032	2165186	A	0.99883	that
2165208	2165346	A	1.0	you
2165368	2165506	A	0.99999	have
2165528	2165714	A	1.0	no
2165752	2166126	A	0.99913	knowledge
2166158	2166740	A	1.0	of.
2167190	2167602	A	0.99986	So,
2167656	2168162	A	0.99998	yes,
2168296	2168606	A	0.9998	you're
2168638	2168882	A	0.99999	making
2168936	2169058	A	1.0	a
2169064	2169454	A	0.74451	fairly
2169502	2169858	A	0.99999	strong
2169944	2171098	A	0.22615	antidecornce
2171134	2171922	A	0.99578	assumption
2172066	2172374	A	0.99998	in
2172412	2172566	A	0.99996	any
2172588	2172726	A	1.0	of
2172748	2172934	A	0.99999	these
2172972	2173346	A	0.99995	settings
2173378	2173526	A	0.99975	when
2173548	2173746	A	0.9996	you're
2173778	2173974	A	0.99999	talking
2174012	2174214	A	1.0	about
2174252	2174454	A	0.99996	having
2174492	2174646	A	0.66	a
2174668	2175026	A	0.99243	quantum
2175058	2175640	A	0.99578	channel.
2178090	2178406	A	0.99998	Does
2178428	2178614	A	0.99985	that
2178652	2178902	A	0.99999	answer
2178956	2179126	A	1.0	the
2179148	2179720	A	0.99948	question?
2180650	2181014	C	0.99957	Yes.
2181052	2181254	C	0.99997	Thank
2181292	2181734	C	0.99	you.
2181852	2182230	A	0.97193	Okay,
2182300	2182920	A	0.9996	great.
2183530	2184280	A	0.9971	So
2185690	2186006	A	0.63007	we
2186028	2186166	A	0.99968	can
2186188	2186326	A	1.0	think
2186348	2186486	A	1.0	of
2186508	2187270	A	0.97614	lock,
2188030	2188346	A	0.99466	we
2188368	2188506	A	0.98265	can
2188528	2188666	A	1.0	think
2188688	2188826	A	1.0	of
2188848	2189286	A	0.99944	scattering
2189318	2189514	A	0.99869	as
2189552	2190250	A	0.50343	Locke,
2193710	2194506	A	0.98	and
2194688	2194986	A	1.0	I
2195008	2195194	A	0.99994	just
2195232	2195494	A	0.99978	wanted
2195552	2195726	A	0.52	to
2195748	2195982	A	1.0	now
2196036	2196730	A	0.9993	emphasize
2196810	2197534	A	0.9982	that
2197732	2198650	A	0.99717	effectively.
2198730	2199070	A	0.78	What
2199140	2199594	A	0.92236	Locke
2199642	2199902	A	0.99971	is
2199956	2200778	A	0.75351	implementing
2200874	2201230	A	0.99977	is
2201300	2201582	A	1.0	two
2201636	2202202	A	0.94696	parallel
2202266	2202682	A	0.99869	memories.
2202746	2202926	A	1.0	A
2202948	2203402	A	0.90567	classical
2203466	2204190	A	0.99995	memory,
2205090	2205550	A	0.99909	which,
2205620	2205902	A	0.99983	as
2205956	2206126	A	0.99999	we
2206148	2206334	A	0.99939	said
2206372	2206478	A	0.99995	in
2206484	2206558	A	1.0	the
2206564	2206734	A	0.99984	case
2206772	2206926	A	1.0	of
2206948	2207466	A	0.99463	scattering,
2207498	2207694	A	0.99951	is
2207732	2208086	A	0.99994	memory
2208138	2208354	A	0.71502	for
2208392	2209330	A	0.99866	preparation.
2209910	2210226	A	0.99865	In
2210248	2210386	A	1.0	the
2210408	2210814	A	0.83581	EPR
2210862	2211170	A	0.99999	case,
2211240	2211534	A	0.99861	it's
2211582	2212030	A	0.99998	memory
2212110	2212740	A	0.99953	for
2213190	2213998	A	0.99239	preparation
2214094	2214354	A	0.99995	for
2214392	2214546	A	1.0	what
2214568	2214706	A	1.0	the
2214728	2215374	A	0.99976	experimental
2215422	2215822	A	0.87685	setup
2215886	2216210	A	0.99995	is,
2216280	2216658	A	0.99883	for
2216744	2216994	A	1.0	what
2217032	2217186	A	1.0	the
2217208	2217902	A	0.99986	instructions
2217966	2218194	A	0.99997	for
2218232	2218434	A	0.99999	doing
2218472	2218674	A	0.99	the
2218712	2219230	A	0.98624	experiment
2219310	2219940	A	0.99975	are.
2220890	2221350	A	0.99	And
2221420	2221702	A	0.75247	we
2221756	2222070	A	0.99998	also
2222140	2222566	A	0.52746	have
2222668	2222934	A	1.0	a
2222972	2223474	A	0.99987	quantum
2223522	2224070	A	0.9999	channel,
2224220	2224534	A	0.99997	which
2224572	2224822	A	0.99823	is
2224876	2225618	A	0.8325	effectively
2225714	2226118	A	0.99997	another
2226204	2227058	A	0.99999	memory.
2227234	2227714	A	0.99842	It's
2227762	2228022	A	1.0	something
2228076	2228434	A	0.96998	that's
2228482	2229154	A	0.99997	extended
2229202	2229558	A	0.84209	through
2229644	2230280	A	0.99997	time.
2230970	2231334	A	0.99	And
2231372	2231622	A	0.99997	again,
2231676	2231954	A	0.80485	it's
2232002	2232594	A	0.99138	implemented
2232642	2232806	A	0.9999	by
2232828	2233026	A	1.0	the
2233068	2233622	A	0.99863	environment,
2233686	2234294	A	0.94074	implemented
2234342	2234554	A	0.99996	by
2234592	2235254	A	0.9993	Bob,
2235382	2235674	A	1.0	and
2235712	2235866	A	1.0	it
2235888	2236438	A	0.99931	involves
2236534	2237190	A	0.95176	Bob's.
2237270	2237654	A	0.99956	Clock
2237702	2238570	A	0.99829	ticking.
2239550	2240300	A	0.86074	So
2241390	2241894	A	0.99958	whenever
2241942	2242106	A	0.99996	we
2242128	2242410	A	0.99994	have
2242480	2242810	A	1.0	two
2242880	2243398	A	0.99888	memories
2243494	2243850	A	0.88159	in
2243920	2244890	A	0.996	parallel,
2245570	2245886	A	0.9987	we
2245908	2246094	A	0.95628	can
2246132	2246554	A	0.99998	construct
2246602	2246814	A	1.0	an
2246852	2247114	A	0.76797	error
2247162	2247722	A	0.91542	correcting
2247786	2248110	A	0.99998	code.
2248180	2248414	A	0.99978	So
2248452	2248654	A	1.0	think
2248692	2248846	A	1.0	of
2248868	2249054	A	1.0	a
2249092	2249438	A	0.99999	simple
2249524	2250090	A	0.99962	classical
2250170	2250506	A	0.99998	error
2250538	2251082	A	0.86684	correcting
2251146	2251760	A	0.99992	code.
2252610	2252974	A	0.99938	For
2253012	2253262	A	1.0	example,
2253316	2253534	A	1.0	the
2253572	2253774	A	1.0	use
2253812	2253966	A	1.0	of
2253988	2254442	A	0.99994	parity
2254506	2255310	A	0.99967	bits
2256050	2256414	A	0.99955	in
2256452	2257002	A	0.93999	exchanging
2257066	2257482	A	0.57745	digital
2257546	2258026	A	1.0	data.
2258148	2258386	A	0.99958	So
2258408	2258594	A	0.99982	if
2258632	2258882	A	1.0	I
2258936	2259154	A	0.99998	send
2259192	2259586	A	1.0	you
2259688	2259906	A	1.0	a
2259928	2260114	A	0.9995	bit
2260152	2260766	A	0.72389	string
2260878	2261810	A	0.99997	classically,
2262790	2263154	A	1.0	and
2263192	2263394	A	1.0	I
2263432	2263586	A	0.99912	send
2263608	2263698	A	1.0	it
2263704	2263826	A	1.0	to
2263848	2264034	A	1.0	you
2264072	2264226	A	1.0	two
2264248	2264386	A	0.99985	or
2264408	2264594	A	1.0	three
2264632	2265220	A	0.99997	times,
2265990	2266354	A	0.51935	so
2266392	2266606	A	0.60228	there's
2266638	2266834	A	0.99999	some
2266872	2267890	A	0.99663	redundancy
2268230	2268594	A	0.78312	in
2268632	2268882	A	1.0	my
2268936	2269806	A	0.99994	signal
2269998	2270306	A	1.0	and
2270328	2270514	A	0.66	I
2270552	2270706	A	0.99992	send
2270728	2270914	A	0.97	you
2270952	2271058	A	1.0	a
2271064	2271502	A	0.91411	parity
2271566	2272226	A	0.99996	bit,
2272408	2272766	A	0.76	I
2272808	2273014	A	0.99999	say,
2273052	2273686	A	0.99693	okay,
2273868	2274214	A	0.99989	add
2274252	2274358	A	0.99999	up
2274364	2274486	A	0.97	your
2274508	2274694	A	0.99984	bit
2274732	2275106	A	0.88346	string,
2275138	2275526	A	1.0	and
2275628	2275846	A	1.0	the
2275868	2276102	A	1.0	result
2276156	2276326	A	0.99999	should
2276348	2276582	A	0.99998	be
2276636	2277190	A	1.0	one.
2277340	2277714	A	0.97145	It's
2277762	2278022	A	1.0	one
2278076	2278246	A	0.99998	on
2278268	2278502	A	1.0	my
2278556	2279160	A	0.99916	side.
2279850	2280502	A	0.99937	If
2280636	2280934	A	1.0	you
2280972	2281174	A	0.79245	add
2281212	2281318	A	0.95	it
2281324	2281446	A	0.99976	up
2281468	2281606	A	1.0	and
2281628	2281718	A	1.0	you
2281724	2281894	A	0.99999	get
2281932	2282182	A	1.0	zero,
2282236	2282498	A	0.72637	there's
2282514	2282646	A	1.0	an
2282668	2282914	A	0.99846	error
2282962	2283830	A	0.99984	someplace.
2284270	2284586	A	1.0	You
2284608	2284746	A	0.99999	can
2284768	2284906	A	1.0	use
2284928	2285114	A	1.0	that
2285152	2285542	A	0.93077	parity
2285606	2285834	A	0.99996	bit
